post_id,likes,shares,comments,post_type,views,description,username,datetime,content,metadata
89,370,380,226,carousel,8237,"""Life's not worth living without a good meal! Just devoured the most mouth-watering Korean BBQ tacos - spicy, savory, and utterly addictive. Who else needs a taste of Seoul in their lives? Share your favorite foodie finds with me!""",@tech_guru,2024-10-16 16:00:00,"""Life's not worth living without a good meal! Just devoured the most mouth-watering Korean BBQ tacos - spicy, savory, and utterly addictive. Who else needs a taste of Seoul in their lives? Share your favorite foodie finds with me!""","{""username"": ""@tech_guru"", ""datetime"": ""2024-10-16 16:00:00"", ""post_type"": ""carousel"", ""post_id"": 89, ""likes"": 370, ""shares"": 380, ""comments"": 226, ""views"": 8237}"
90,645,234,33,carousel,34445,"""Get lost in a world of wonder! Discover your new favorite book, or revisit an old friend. From fantasy to fiction, romance to mystery, there's something for everyone. Share with us your latest read and tell us what hooked you! #BookLoversUnite #ReadingIsLife""",@Dark-Knight499,2024-09-17 07:00:00,"""Get lost in a world of wonder! Discover your new favorite book, or revisit an old friend. From fantasy to fiction, romance to mystery, there's something for everyone. Share with us your latest read and tell us what hooked you! #BookLoversUnite #ReadingIsLife""","{""username"": ""@Dark-Knight499"", ""datetime"": ""2024-09-17 07:00:00"", ""post_type"": ""carousel"", ""post_id"": 90, ""likes"": 645, ""shares"": 234, ""comments"": 33, ""views"": 34445}"
91,254,157,11,carousel,14444,"""Get lost in a world beyond your own! I'm currently obsessing over these incredible book recommendations - from magical realms to historical mysteries, there's something for everyone. What's on your reading list lately? Share with me and let's get book clubbing!""",@Dark-Knight499,2024-09-23 06:00:00,"""Get lost in a world beyond your own! I'm currently obsessing over these incredible book recommendations - from magical realms to historical mysteries, there's something for everyone. What's on your reading list lately? Share with me and let's get book clubbing!""","{""username"": ""@Dark-Knight499"", ""datetime"": ""2024-09-23 06:00:00"", ""post_type"": ""carousel"", ""post_id"": 91, ""likes"": 254, ""shares"": 157, ""comments"": 11, ""views"": 14444}"
92,200,492,219,reels,12964,"""Music is life - a symphony of emotions, memories, and moments that shape us. What's your favorite song that takes you back to a specific time or place? Share with me and let's get this musical conversation started!""",@tech_guru,2024-11-25 23:00:00,"""Music is life - a symphony of emotions, memories, and moments that shape us. What's your favorite song that takes you back to a specific time or place? Share with me and let's get this musical conversation started!""","{""username"": ""@tech_guru"", ""datetime"": ""2024-11-25 23:00:00"", ""post_type"": ""reels"", ""post_id"": 92, ""likes"": 200, ""shares"": 492, ""comments"": 219, ""views"": 12964}"
93,224,189,23,static image,39343,"""Spicing up my weekend with a steaming hot plate of homemade pad thai, fresh from the wok! The combination of sweet, sour, and savory flavors has me craving for more. Who's ready to join me on this flavor adventure? #foodie #padthai #weekendvibes""",@tech_guru,2024-10-15 22:00:00,"""Spicing up my weekend with a steaming hot plate of homemade pad thai, fresh from the wok! The combination of sweet, sour, and savory flavors has me craving for more. Who's ready to join me on this flavor adventure? #foodie #padthai #weekendvibes""","{""username"": ""@tech_guru"", ""datetime"": ""2024-10-15 22:00:00"", ""post_type"": ""static image"", ""post_id"": 93, ""likes"": 224, ""shares"": 189, ""comments"": 23, ""views"": 39343}"
94,446,22,102,live stream,38990,"""Lost in the beat, found in the melody. Music has a way of transporting us to another world, evoking emotions we never knew existed. What's your favorite song that takes you back to a special moment in time? Share with me in the comments below! #MusicLover #SongMemories #EmotionalConnections""",@CodeWithDubeyji,2024-10-06 06:00:00,"""Lost in the beat, found in the melody. Music has a way of transporting us to another world, evoking emotions we never knew existed. What's your favorite song that takes you back to a special moment in time? Share with me in the comments below! #MusicLover #SongMemories #EmotionalConnections""","{""username"": ""@CodeWithDubeyji"", ""datetime"": ""2024-10-06 06:00:00"", ""post_type"": ""live stream"", ""post_id"": 94, ""likes"": 446, ""shares"": 22, ""comments"": 102, ""views"": 38990}"
95,941,176,84,live stream,10067,"""Get ready to vibe out! What's your go-to playlist for a night in? Whether it's throwback jams or new releases, let's get the conversation started - what kind of tunes get you moving and grooving?""",@music_fanatic,2024-12-15 21:00:00,"""Get ready to vibe out! What's your go-to playlist for a night in? Whether it's throwback jams or new releases, let's get the conversation started - what kind of tunes get you moving and grooving?""","{""username"": ""@music_fanatic"", ""datetime"": ""2024-12-15 21:00:00"", ""post_type"": ""live stream"", ""post_id"": 95, ""likes"": 941, ""shares"": 176, ""comments"": 84, ""views"": 10067}"
96,441,96,173,carousel,5841,"""Get ready for a cinematic explosion! What's on your watchlist? From classic rom-coms to epic blockbusters, we're counting down the top 10 most iconic movie moments that will leave you cheering, laughing, or crying. Join us as we revisit these unforgettable scenes and discover what makes them so unforgettable #MovieMagic #CinemaLovers #IconicMoments""",@CodeWithDubeyji,2024-11-19 04:00:00,"""Get ready for a cinematic explosion! What's on your watchlist? From classic rom-coms to epic blockbusters, we're counting down the top 10 most iconic movie moments that will leave you cheering, laughing, or crying. Join us as we revisit these unforgettable scenes and discover what makes them so unforgettable #MovieMagic #CinemaLovers #IconicMoments""","{""username"": ""@CodeWithDubeyji"", ""datetime"": ""2024-11-19 04:00:00"", ""post_type"": ""carousel"", ""post_id"": 96, ""likes"": 441, ""shares"": 96, ""comments"": 173, ""views"": 5841}"
97,184,148,152,reels,46044,"""Just devoured the most mouthwatering Korean BBQ tacos at this hidden gem in town! Spicy Gochujang sauce, tender bulgogi beef, crispy kimchi slaw, and a sprinkle of toasted sesame seeds all came together to create a flavor explosion that left me wanting more!""",@tech_guru,2024-12-20 06:00:00,"""Just devoured the most mouthwatering Korean BBQ tacos at this hidden gem in town! Spicy Gochujang sauce, tender bulgogi beef, crispy kimchi slaw, and a sprinkle of toasted sesame seeds all came together to create a flavor explosion that left me wanting more!""","{""username"": ""@tech_guru"", ""datetime"": ""2024-12-20 06:00:00"", ""post_type"": ""reels"", ""post_id"": 97, ""likes"": 184, ""shares"": 148, ""comments"": 152, ""views"": 46044}"
98,582,68,283,carousel,42057,"""Get ready for the ultimate adrenaline rush! Whether you're a die-hard fan or a casual player, there's no denying the excitement that comes with watching your favorite athletes push themselves to new heights. From the thrill of a slam dunk to the agony of a missed free throw, every moment in sports is a rollercoaster ride of emotions. Join me as I count down my top 5 most unforgettable sporting moments - from historic comebacks to jaw-dropping records broken! #SportsLovers #AdrenalineJunkies""",@foodie_lover,2024-10-23 13:00:00,"""Get ready for the ultimate adrenaline rush! Whether you're a die-hard fan or a casual player, there's no denying the excitement that comes with watching your favorite athletes push themselves to new heights. From the thrill of a slam dunk to the agony of a missed free throw, every moment in sports is a rollercoaster ride of emotions. Join me as I count down my top 5 most unforgettable sporting moments - from historic comebacks to jaw-dropping records broken! #SportsLovers #AdrenalineJunkies""","{""username"": ""@foodie_lover"", ""datetime"": ""2024-10-23 13:00:00"", ""post_type"": ""carousel"", ""post_id"": 98, ""likes"": 582, ""shares"": 68, ""comments"": 283, ""views"": 42057}"
99,847,34,15,video,25698,"""Get ready to drool! I just tried the most mouth-watering, authentic Italian pizza at this new spot downtown. Flaky crust, gooey melted mozzarella, and a tangy kick from fresh basil - can't get enough of it!""",@CodeWithDubeyji,2024-09-26 09:00:00,"""Get ready to drool! I just tried the most mouth-watering, authentic Italian pizza at this new spot downtown. Flaky crust, gooey melted mozzarella, and a tangy kick from fresh basil - can't get enough of it!""","{""username"": ""@CodeWithDubeyji"", ""datetime"": ""2024-09-26 09:00:00"", ""post_type"": ""video"", ""post_id"": 99, ""likes"": 847, ""shares"": 34, ""comments"": 15, ""views"": 25698}"
100,798,236,19,video,43489,"""Get ready to sweat! Which sports are you most passionate about? From the thrill of a touchdown to the agony of defeat, we're diving into the world of sports that bring us all together - share with us your favorite teams and players in the comments below!""",@CodeWithDubeyji,2024-11-22 23:00:00,"""Get ready to sweat! Which sports are you most passionate about? From the thrill of a touchdown to the agony of defeat, we're diving into the world of sports that bring us all together - share with us your favorite teams and players in the comments below!""","{""username"": ""@CodeWithDubeyji"", ""datetime"": ""2024-11-22 23:00:00"", ""post_type"": ""video"", ""post_id"": 100, ""likes"": 798, ""shares"": 236, ""comments"": 19, ""views"": 43489}"
